category_no,category_name,parent_category_no
410719,寒天,204430
211637,ホームページ,403516
211669,ハガキ・年賀状,403516
410990,強力粉,204430
410991,中力粉,204430
410992,薄力粉,204430
206367,その他,409065
405061,オイル,210450
405075,クリーム,210450
405091,ローション・リキッド,210450
405100,ジェル,210450
405352,メイクアップセット,210200
409149,半袖ジャケット,206412
405409,ヘアケアセット,210200
408788,吉田カバン,206857
408792,吉田カバン,206858
408792,吉田カバン,206858
409154,ステンカラーコート,206502
409156,ダッフルコート,206502
409158,トレンチコート,206502
409160,ピーコート,206502
208821,関連書籍,406842
409162,ダウンコート,206502
409318,長袖カジュアルシャツ,206363
409165,事務服,206520
409178,藍・紺系,206549
409193,青系,206549
405291,リキッドファンデーション,210457
409208,黒・グレー系,206549
409223,白系,206549
405324,パウダーファンデーション,210457
409651,ジャーキー,206135
409238,紫系,206549
409660,ガム,206135
204863,その他,410933
206137,その他,409660
409253,赤系,206549
409667,アイスクリーム,206135
410939,インスタントラーメン,204865
208124,サングラス,407683
409268,ピンク系,206549
405354,パック・マスク,210467
409283,黄系,206549
410999,中華調味料,204836
215471,その他,400393
409718,レインコート,206155
206157,その他,409718
409724,シューズ・ブーツ,206155
409728,アクセサリー・小物,206155
409742,スリング,206149
206180,その他,409724
206177,バンダナ・スカーフ,409728
206178,マフラー,409728
206179,帽子,409728
206181,その他,409728
409794,介護用カート,206149
400418,木製,215531
400421,金属製,215531
409623,テーブル,206331
400424,プラスチック製,215531
409628,チェア,206331
409632,ベンチ,206331
409636,パラソル,206331
409760,ベッド・カドラー,206208
206210,その他,409764
409644,ラティスフェンス,206331
409789,空気清浄機,206186
409767,マット・プレート,206208
409645,フラワースタンド,206331
409646,縁台,206331
409647,ライト,206331
409773,クッション・枕,206208
409776,毛布・ブランケット,206208
407924,ウォッチ,208076
407924,ウォッチ,208076
407924,ウォッチ,208076
409789,空気清浄機,206213
208079,その他,407924
208079,その他,407924
409358,スキニージーンズ,206664
409359,バギージーンズ,206664
210670,その他,405387
405390,メタリックパーツ,210671
405391,ラメ・フィルム,210671
409789,空気清浄機,206273
405392,ラインストーン,210671
405396,ネイルピアス,210671
405397,ネイルシール,210671
405401,ペイントアート用アイテム,210671
405405,スカルプチュア,210671
405408,エアブラシアート,210671
409789,空気清浄機,206293
409826,ぬいぐるみ,206264
409405,ノースリーブ,206695
408901,カルバンクライン,207235
408902,ギ・ラロッシュ,207235
408903,クリスチャン・ディオール,207235
408904,ジバンシィ,207235
408905,ピエール・カルダン,207235
407992,アシドフィルス菌,208149
208143,その他,407999
407993,ケフィア,208149
407994,フェカリス菌,208149
407995,コッカス菌,208149
407996,L-92乳酸菌,208149
407997,ラブレ菌,208149
207921,その他,408234
400586,綿,215663
400587,ガーゼ,215663
400588,新疆綿,215663
400589,麻,215663
409003,革,207288
409416,カンペール,206878
409006,合成皮革製,207288
409417,ケースイス,206878
409007,金属製,207288
409008,プラスチック製,207288
409009,ナイロン製,207288
409010,その他,207288
400616,テレビ台,215682
409418,エンジニア,206900
409419,サイドゴア,206900
409420,ファー付き,206900
409421,ワーク,206900
208246,その他,408082
409423,カンペール,206906
409424,ケースイス,206906
409436,シューキーパー,206900
408082,耳掃除用品,208264
408082,耳掃除用品,208264
405470,天然木,210921
405471,アルミ,210921
405472,ステンレス,210921
405473,アイアン,210921
405474,銅,210921
405475,チタン,210921
405476,ガラス,210921
405477,セラミック,210921
405478,テラコッタ,210921
405479,陶器,210921
405480,レンガ,210921
405481,天然石,210921
405482,天然石,210921
405483,人工石,210921
215731,その他,400742
111338,シングルベッド,505139
111339,セミダブルベッド,505139
111340,ダブルベッド,505139
111341,クィーンベッド,505139
111342,キングベッド,505139
505387,パーカ,111103
505388,ベスト,111103
505391,ケープ・マント,111103
505392,長ズボン・パンツ,111103
111396,その他,505149
505194,籐製,111355
210186,ランドリーラック,406405
402106,ジャケット,214513
402110,シャツ,214513
402114,パンツ,214513
402119,ボール,214512
402119,ボール,214512
402123,キーパー用品,214512
402123,キーパー用品,214512
214520,その他,402119
505564,ぽち袋・お年玉袋,111142
505565,名刺,111142
505567,帳簿類,111142
505570,おり紙,111142
406650,子供用布団,210117
406650,子供用布団,210117
210118,その他,406650
406656,シーツ,210117
406662,掛け布団カバー,210117
406668,敷布団カバー,210117
402216,スケート,214569
406674,タオルケット,210117
400770,小物入れ,216129
505429,浴槽・浴室内マット,111475
505429,浴槽・浴室内マット,111475
505431,石けんケース・石けん台,111475
505431,石けんケース・石けん台,111475
505436,ボディソープ・シャンプーボトル,111475
505436,ボディソープ・シャンプーボトル,111475
505441,整理棚・ラック,111475
505441,整理棚・ラック,111475
111478,その他,505441
505445,ギフトセット,111475
505445,ギフトセット,111475
505457,トイレマット・カバー類セット,111469
505483,消臭剤,111469
505489,芳香剤,111469
401199,陶器,215784
505528,スリッパ,111469
402377,5号ボール,214625
402381,6号ボール,214625
402385,7号ボール,214625
402389,ゲームシャツ,214629
402393,プラクティスシャツ,214629
402397,パンツ,214629
402401,ソックス,214629
402405,4号ボール,214643
402408,5号ボール,214643
401215,陶器,215844
401231,木製,215844
401234,金属製,215844
214667,その他,402415
401237,木製,215849
402420,ユニフォーム,214668
401240,金属製,215849
402424,ボール,214668
214669,その他,402424
402427,シューズ,214668
214670,その他,402427
402431,レオタード,214674
402434,リング,214674
401301,陶器,215808
402435,こん棒,214674
402443,フラメンコ,214673
402436,レオタード,214685
402440,シューズ,214685
214690,その他,402443
506528,カナダ,110636
408640,感熱紙,208544
401504,米びつ,215685
408644,NEC,208552
408647,エプソン,208552
408650,沖データ,208552
408653,カシオ,208552
408656,キヤノン,208552
408659,京セラ,208552
408662,コニカミノルタ,208552
408665,シャープ,208552
408668,東芝,208552
408671,パナソニック,208552
408674,富士ゼロックス,208552
408677,富士通,208552
408680,ヒューレット・パッカード,208552
408683,ブラザー,208552
407023,チーズナイフ,210216
408687,リコー,208552
408690,レックスマーク,208552
215892,その他,401351
407132,仏壇,210152
407132,仏壇,210152
210153,その他,407132
210154,モダン仏壇,407132
210155,小型仏壇,407132
407137,仏像,210152
407145,線香着火器,210152
407146,仏花,210152
407147,花立,210152
407148,ロウソク消し,210152
407149,ロウソク立て,210152
407150,香立て,210152
407151,香道具,210152
407152,骨壷,210152
407153,骨袋,210152
407154,セット,210152
407157,経本,210152
407158,仏具用お手入れ用品,210152
210157,その他,407159
408740,レジスター,208582
208595,その他,408741
214778,紫ウコン,402567
214779,秋ウコン,402567
214780,春ウコン,402567
407103,合皮,210254
407104,ベルベット,210254
401408,まな板,215951
407105,綿,210254
407105,綿,210254
407109,シルバークラフト,210272
407110,ベネチアンビーズ,210276
215986,その他,401595
506663,クラッチバッグ,110933
402749,ゲルマニウム温浴ボール,214849
506669,ポシェット,110933
213871,キッズ用,403732
506673,パーティーバッグ,110933
402761,ナプキン,214857
402767,タンポン,214857
402770,ナプキン用ポーチ,214857
402847,リハビリ機器,214963
402848,トレーニング用具,214963
112811,その他,505139
506776,のこぎり,111215
506782,かんな,111215
506789,カッター,111215
506800,ドリル,111215
506804,ネジ,111215
507688,ニジマス,110395
507781,カニ,110411
507720,無洗米,110472
507719,カレー,110487
507806,海苔,110420
110477,ジャム,507788
410701,ケンサキイカ,207790
410702,シロイカ,207790
410703,コウイカ,207790
410704,塩辛,207790
410705,バフンウニ,207796
410708,ムラサキウニ,207796
410808,本マグロ,207770
207791,スルメイカ,410901
410967,セット・詰め合わせ,207829
214018,ちりめん・しらす,404922
404978,カスピ海ヨーグルト,214120
405002,豆乳ロールケーキ,214141
405014,チーズタルト,214159
405025,コーヒーキャンディ,214203
405026,ソーダキャンディ,214203
509155,詰め替えインク,110080
215271,はさみ,404021
404043,軽石,215257
404044,ハイドロボール,215257
507828,ヘアミスト,111541
404138,ドライブ・アウトドア用品,215347
404146,介護用ハーネス,215345
404147,スロープ・ステップ,215345
404148,消臭ポーチ,215347
508430,アフガン,111103
508434,オーバーオール,111103
508439,トレーナー,111103
508521,琥珀,111029
111102,ベビー,508455
508523,琥珀,111048
508524,琥珀,111061
215759,卓上ミラー,403829
408783,パタゴニア,210811
507825,エッセンス,111772
508251,アクリル製,111355
508260,ナイロン製,111355
507843,育毛・養毛剤,111772
112105,犬,507513
508153,バスルームライト,111475
507520,またたび,112115
112116,猫,507524
507866,セット,111788
111475,バス用品,508455
111475,バス用品,508455
508456,シャワーヘッド,111475
508456,シャワーヘッド,111475
508464,お風呂枕,111475
508464,お風呂枕,111475
211491,フロッピーディスクドライブ,408515
211501,CD-R/RWドライブ,408515
508514,懐中電灯,111519
508514,懐中電灯,111519
111520,その他,508514
211611,その他,408484
509176,ショッピング・エコバッグ,110933
509179,かごバッグ,110933
509290,てぬぐい,110831
408557,文書作成,211622
408565,セキュリティ,211639
408570,インストーラ・アンインストーラ,211643
211651,その他,408565
408572,編物・裁縫,211664
408573,育児,211664
408507,ヘッドセット,211735
408576,幼児向け,211677
509759,セット・詰め合わせ,110502
112933,その他,507513
112935,その他,507524
508399,財布,112132
508331,ウルトラマンシリーズ,112203
508339,仮面ライダーシリーズ,112203
508346,戦隊シリーズ,112203
410638,フロアマット,209954
410671,コンソールボックス,209954
410672,フィルム,209954
410682,クッション,209954
406966,サンダル・ミュール,213847
406966,サンダル・ミュール,213847
406971,ブーツ,213847
406971,ブーツ,213847
509467,防滴・防水CDプレイヤー,111475
404442,～50cc,216757
404444,51cc～125cc,216757
404456,126cc～250cc,216757
404473,251cc～400cc,216757
404487,401cc～750cc,216757
407455,ジュエリー・アクセサリー用品,213805
213805,アクセサリーキット,407455
404506,751cc～1000cc,216757
404514,～50cc,216764
404525,51cc～125cc,216764
404542,126cc～250cc,216764
404560,251cc～400cc,216764
404572,401cc～750cc,216764
404581,1201cc～,216764
404589,～50cc,216771
404615,51cc～125cc,216771
404642,126cc～250cc,216771
405115,石けん,216301
405130,洗顔フォーム,216301
404674,251cc～400cc,216771
405146,クリーム,216301
404688,401cc～750cc,216771
405165,ジェル,216301
404708,751cc～1000cc,216771
405183,パウダー,216301
405195,スクラブ,216301
404718,～50cc,216778
405205,ミルク,216301
404739,51cc～125cc,216778
110609,リキュール,510915
404767,126cc～250cc,216778
110662,焼酎,510901
110669,その他,510903
404794,251cc～400cc,216778
404804,401cc～750cc,216778
404819,751cc～1000cc,216778
510077,ジェル,111541
508554,琥珀,113066
508553,琥珀,113074
510103,パフ・スポンジ,111787
406376,ローボード,215682
406377,コーナーボード,215682
406378,チェスト,215682
406380,キッチンワゴン,215685
406380,キッチンワゴン,215685
406384,スリムキッチンラック,215685
406384,スリムキッチンラック,215685
406385,シンクサイドラック,215685
215690,その他,406380
406385,シンクサイドラック,215685
406389,野菜ストッカー,215685
406389,野菜ストッカー,215685
406550,木製,215538
215692,その他,406398
215693,その他,406405
406549,低反発用,215663
406563,ライティングレール,215716
406564,スイッチカバー,215716
406565,中間調光器,215716
406566,ソケット,215716
406567,ランプシェード,215716
406568,エフェクティブライト,215716
406569,LEDイルミネーション部材,215716
406570,電動昇降装置,215716
406571,コードアジャスター,215716
112683,その他,509708
406643,分別用,215767
408021,ドリンクタイプ,214781
406990,子供用,215884
214869,体脂肪計付,408076
214870,体組成計付,408076
408081,交換用部品,214875
408107,ソフトコンタクト用,214882
408111,ハードコンタクト用,214882
214887,その他,408115
408141,遊具,214963
408144,リーチャー,214963
408147,文具,214968
410199,CD-R/RW,212946
410200,MiniDVビデオテープ,212949
407326,メンズジュエリー・アクセサリー,216129
407326,メンズジュエリー・アクセサリー,216131
407455,ジュエリー・アクセサリー用品,216129
407455,ジュエリー・アクセサリー用品,216129
410711,筋子,214009
410747,数の子,214058
409550,セラミスグラニュー,215257
214019,煮干,410901
410887,海鮮おせちセット,214058
410888,中華おせちセット,214058
410889,洋風おせちセット,214058
410890,和風おせちセット,214058
215286,その他,409670
215288,哺乳器,409670
215310,歯のケア,409660
214019,煮干,410994
215296,サングラス・ゴーグル,409728
409718,レインコート,215347
410853,ドライフルーツ,214242
409751,マナーパンツ,215347
409752,サニタリーパンツ,215347
410954,セット・詰め合わせ,214159
409791,しつけ用首輪,215324
409803,アジリティ,215324
409796,ロープ,215333
409797,リング,215333
409798,サイコロ・キューブ,215333
409799,木のおもちゃ,215333
409803,アジリティ,215333
409806,トンネル,215333
409794,介護用カート,215345
409807,ハードル,215333
409795,介護用マット,215345
410961,セット・詰め合わせ,214193
409812,ささみ,215352
409813,カニかま・かまぼこ,215352
409814,ビスケット,215352
215357,その他,409815
215358,哺乳器,409815
410966,セット・詰め合わせ,214224
216177,防水用品,409031
216179,ブラシ,409031
409833,猫用ハーネス,215390
409427,靴磨き,216172
409431,消臭・防臭用品,216172
409434,シューキーパー,216172
409437,靴紐,216172
216289,バッグ,410698
216293,ロック,410698
411022,リキッド,216301
411023,HABA,216307
411024,アナスイ,216307
411025,アベンヌ,216307
411026,アルージェ,216307
411027,イプサ,216307
411028,エバメール,216307
411029,エリザベスアーデン,216307
411030,ジュリーク,216307
411031,HABA,216348
411032,アナスイ,216348
411033,アベンヌ,216348
411034,アルージェ,216348
411035,イプサ,216348
411036,エバメール,216348
411037,エリザベスアーデン,216348
411038,ジュリーク,216348
411039,ドクターシーラボ,216348
411040,アナスイ,216387
411041,エバメール,216387
411042,アナスイ,216424
411043,アベンヌ,216424
411044,エバメール,216424
411045,エリザベスアーデン,216424
411046,ジュリーク,216424
411047,顔用,216467
411067,クラランス,216499
411068,ナリス化粧品,216499
411070,ポール＆ジョー,216499
411071,ナリス化粧品,216519
411072,M・A・C,216539
411073,スティラ,216539
411074,ナリス化粧品,216539
411075,メイベリン,216539
411076,ロラック,216539
411077,ナリス化粧品,216559
411081,M・A・C,216600
411082,ナリス化粧品,216600
411084,ポール&ジョー,216600
411085,ロラック,216600
411086,M・A・C,216620
411087,スティラ,216620
411088,ナリス化粧品,216620
411089,ポール&ジョー,216620
411090,M・A・C,216640
411091,ナリス化粧品,216640
411092,メイベリン,216640
550045,カップ&ソーサー,100698
550045,カップ&ソーサー,100698
550090,健康サプリ,100938
550092,特定保健用食品,100987
550101,特定用途食品,100987
550107,健康油,100987
101023,ブルーベリー,550090
100283,洋菓子,551167
100293,パン・ジャム,551167
100372,スーツ,551177
551166,ジョックストラップ,100434
100428,女性和服,551177
100467,眼鏡・サングラス,551169
551522,エプロン,100542
551169,医薬品・コンタクト・介護,100938
100938,ダイエット・健康,551169
100960,ボディケア,551169
101048,治療機器・用品,551169
101048,治療機器・用品,551169
101046,心拍計,551172
101046,心拍計,551172
101058,福祉・介護,551169
551720,環境・エコロジーグッズ,100554
101189,おもちゃ,551167
551718,洗濯リング,100645
551719,洗濯ボール,100645
551732,バスタオル,100664
551732,バスタオル,100664
100665,その他,551732
551736,フェイスタオル,100664
551740,ハンドタオル,100664
552407,USBハブ,100057
552414,クリーニング用品,100057
552415,ジョイスティック・ゲームパッド,100057
552420,バッテリー,100057
552436,充電器,100057
552446,USBグッズ,100057
552462,切替機,100130
552467,分配器,100130
552468,ケーブル,100130
552481,OAタップ・電源タップ,100130
551744,エッセンシャルオイル,100878
551798,キャリアオイル,100878
551942,スポーツアパレル,101070
553124,種子,100012
553126,苗物,100012
553128,球根,100012
553283,金券・ギフト券,100005
553229,バッテリーパック,100125
553250,粉もの,100268
553323,ノンアルコールワイン,100317
553330,その他,100329
101976,その他,551720
553295,レディース靴下・レッグウエア,100433
553215,交換フィルター,100644
553221,電源・充電器,100644
551932,ウエア,101975
553387,うがい薬,100660
553864,その他・素材,100487
553381,虫除け・虫さされ薬,101036
553993,その他・素材,100500
553698,LED電球・蛍光灯型,100805
553698,LED電球・蛍光灯型,100805
100837,その他,553694
100834,その他,553714
553267,株主優待券・割引券,101381
553274,施設利用券,101381
553283,金券・ギフト券,101381
553256,音楽,101416
101417,その他,553256
553260,野球,101419
553263,サッカー,101419
101431,商品券・図書券,553283
553676,アジア・韓国音楽・K-POP,101311
101794,その他,553330
555084,ドレス,100371
555086,トップス,100371
555087,アウター,100371
555089,ボトムス,100371
555091,スーツ,100371
100385,その他,555084
555100,その他衣類,100371
555101,洋服お直し・リフォーム・クリーニング,100371
555089,ボトムス,100433
555099,レンタル,100428
555100,その他衣類,100433
555511,フォトストレージ,100083
555512,デジカメプリント,100083
555000,禁煙グッズ,100938
555721,ライチ,100246
555147,アーチ,100880
555147,アーチ,100880
555148,オベリスク,100880
555148,オベリスク,100880
554975,武道,101070
554977,その他の競技,101070
558706,その他ケーキ,100283
558879,その他衣類,100433
100428,女性和服,558885
100480,レディース靴,558885
558908,バレエシューズ,100480
558911,サボ,100480
558912,シューパーツ,100480
100629,キッチン用品・雑貨・エプロン,558944
100629,キッチン用品・雑貨・エプロン,558944
100698,和食器,558944
100698,和食器,558944
100762,容器・ストッカー・調味料容器,558944
100762,容器・ストッカー・調味料容器,558944
100773,その他フライパン,558945
100774,その他,558946
100788,調理小道具・下ごしらえ用品,558944
100777,その他,558990
100785,その他,558986
100778,その他,558994
558662,バッテリー・メンテナンス用品,101126
100779,その他,559010
100782,その他,559050
100781,その他,559058
100800,その他,559054
559248,調理・製菓道具,100629
100788,調理小道具・下ごしらえ用品,559248
100788,調理小道具・下ごしらえ用品,559248
560079,SSD,100087
559935,清涼飲料,100344
100346,その他,559935
559991,セット,100344
559996,掛川茶,100361
559997,べにふうき茶,100361
559998,ブレンド茶,100361
560001,粉茶,100361
560002,ティーバッグ,100361
100368,その他,559998
560410,テレビチューナー,100141
560411,アンテナ,100141
100150,アンテナ,560411
101857,その他鍋,558945
101975,アウトドア,558944
101856,その他,559248
101856,その他,559248
551129,ローライ,110344
110472,米・雑穀・シリアル,551167
560744,BMWアルピナ,101115
110765,トップス,551177
560827,ポンティアック,101115
551180,Tシャツ,110765
551182,カジュアルシャツ,110765
560852,マーキュリー,101115
560869,ジープ,101115
110811,男性和服,551177
560873,プリムス,101115
560874,ロールスロイス,101115
560886,ベントレー,101115
560917,アストンマーチン,101115
560930,MG,101115
560934,TVR,101115
560938,オースチン,101115
560995,フェラーリ,101115
561028,マセラティ,101115
561041,ランボルギーニ,101115
101761,その他,560411
562052,韓国食材,100268
562070,インスタント食品,100268
562080,メープルシロップ,100293
552375,CRT,110105
552381,タッチパネル,110105
551228,ラグ,111355
551525,靴下・タイツ・スパッツ,111078
551529,着物・浴衣・和小物,111078
551623,雨具,111103
551630,靴下・タイツ・スパッツ,111102
551643,着物・浴衣・和小物,111102
100191,美容・健康家電,562637
551713,マタニティビクス・ヨガ,111116
562622,マフィン,100283
562623,カヌレ,100283
562584,ノンアルコール,100324
562538,ステテコ,100434
562550,メンズ靴下・レッグウエア,100433
562084,韓国コスメ,100944
562101,ナチュラル・オーガニック,100944
562135,スカルプケア,100940
562135,スカルプケア,100940
562140,ナチュラル・オーガニック,100940
562140,ナチュラル・オーガニック,100940
551732,バスタオル,111475
100644,キッチン家電,562637
100644,キッチン家電,562637
100656,掃除用具,562637
100804,インテリア・寝具・収納,562637
552530,バニティバッグ・ケース,110933
552510,マーク・ジェイコブス,110966
552521,キットソン,110958
552522,キャスキッドソン,110958
552523,ゴヤール,110958
552524,ベッツィー・ジョンソン,110958
562995,イエローゴールド,100487
563333,その他,100149
563218,韓国調味料,100300
563053,イエローゴールド,100500
100939,美容・コスメ・香水,562637
563339,赤ワイン,100317
563340,白ワイン,100317
563341,ロゼワイン,100317
563342,発泡系・シャンパン,100317
101041,計測器・健康管理,562637
101048,治療機器・用品,562637
563229,精米機,100644
563229,精米機,100644
111949,メンズスポーツシューズ,551942
111955,レディーススポーツシューズ,551942
553294,シリコンブラ,110854
563145,パーツ,101157
563160,メンテナンス,101157
101758,その他,562640
553172,デジタルフォトフレーム,111377
112905,その他,551942
553866,ゴールド,111029
553891,ピンクゴールド,111029
553916,ホワイトゴールド,111029
553941,シルバー,111029
553966,プラチナ,111029
553991,その他・素材,111029
553997,ゴールド,111048
554016,ピンクゴールド,111048
554035,ホワイトゴールド,111048
554054,シルバー,111048
554073,プラチナ,111048
554092,その他・素材,111048
554094,ゴールド,111061
555142,ガーデンエプロン,110013
555143,ガーデンシューズ・ブーツ,110013
555144,ガーデングローブ・手袋,110013
555144,ガーデングローブ・手袋,110013
554115,ピンクゴールド,111061
554136,ホワイトゴールド,111061
554157,シルバー,111061
553131,ドライフード,112104
553133,ウェットフード,112104
554178,プラチナ,111061
553135,ドライフード,112115
553137,ウェットフード,112115
554199,その他・素材,111061
563313,ランタン,101975
112521,テレホンカード,553283
555083,オールインワン,110729
110724,パンツスーツ,555091
110734,スカート,555089
110804,コレクターグッズ系ウエア,555100
554201,ゴールド,113066
554224,ピンクゴールド,113066
554247,ホワイトゴールド,113066
554270,シルバー,113066
554293,プラチナ,113066
555259,生肉,112104
554317,その他・素材,113066
112719,その他,555086
112725,その他,555100
110811,男性和服,558885
110983,メンズ靴,558885
558928,シューパーツ,110983
111078,キッズ,558885
111102,ベビー,558885
560070,レーザープリンタ,110080
110081,モノクロレーザープリンタ,560070
110087,カラーレーザープリンタ,560070
560089,オリジナル,110934
560092,オリジナル,110942
560090,オリジナル,110950
560093,オリジナル,110958
560091,オリジナル,110966
559657,放射能測定器・ガイガーカウンター,111519
559657,放射能測定器・ガイガーカウンター,111519
112684,その他,558706
560110,準療法食,112104
560149,水,112104
560154,準療法食,112115
560193,水,112115
562556,アサヒ,110632
562558,キリン,110632
562560,サッポロ,110632
562562,サントリー,110632
562564,カロリーオフ,110632
563024,イエローゴールド,111029
563054,イエローゴールド,111048
563083,イエローゴールド,111061
111519,防災関連グッズ,562637
563190,アークテリクス,111926
563191,グラナイトギア,111926
563192,ホグロフス,111926
563112,イエローゴールド,113066
500314,ソファカバー,200119
500133,ジャズ,200531
200550,その他,500133
400771,ジュエリーボックス,300425
501112,高圧洗浄機,200289
400754,丸座布団,300815
400757,四角座布団,300815
501642,バッティンググローブ,200168
501651,バットケース,200168
501037,ベビー靴,200811
501037,ベビー靴,200811
501865,カーリング,200067
500361,ビスクドール,201652
301055,ランドセル,401092
502149,セット・詰め合わせ,200029
501356,チャイルドシート,200833
501129,保存水・飲料関連,201351
301211,ビアマグ,401292
301235,その他,401273
301237,その他,401292
401299,ぢょか,301230
401300,湯呑みセット,301241
401323,その他グラス,301257
401327,お酒グッズ,301257
401338,シュガーポット,301257
401342,ミルクポット,301257
401346,ティーポット,301257
401351,ドリップポット,301257
401355,コーヒーカップ,301257
401359,ティーカップ,301257
401363,カップ&ソーサー,301257
401367,デカンター,301257
401433,茶こし,301230
401309,テーブルフォーク,301364
401310,フィッシュナイフ,301364
401311,フィッシュフォーク,301364
401312,スープスプーン,301364
401313,デザートフォーク,301364
401314,ヒメフォーク,301364
401315,フルーツナイフ,301364
401316,グレープフルーツスプーン,301364
401317,アイスクリームスプーン,301364
401318,コーヒースプーン,301364
401319,シュガーレードル,301364
401320,サービススプーン,301364
401321,サービスフォーク,301364
401322,ケーキサーバー,301364
301399,カクテルグッズ,401327
401328,アイスペール,301399
301410,アイスピック,401327
401432,アイストング,301399
401450,バット,301417
501276,BMW,201672
501277,K2,201672
501278,KHS,201672
501279,アラン,201672
501281,カザト,201672
501282,コナ,201672
501284,ジッポ,201672
501285,シュウィン,201672
501287,センチュリオン,201672
501288,ドッペルギャンガー,201672
501289,パナソニック,201672
501290,ハマー,201672
501291,ハロー,201672
501292,フジ,201672
501293,マリーン,201672
501294,マングース,201672
501295,ミヤタ,201672
501296,ラレー,201672
501297,ルノー,201672
502826,ポータブルカセット,200147
501311,ARUN,201683
501312,KHS,201683
501313,OTOMO,201683
501315,カザト,201683
501316,ジッポ,201683
501317,スウィツスポート,201683
501318,ドッペルギャンガー,201683
501321,ハマー,201683
501322,ブロンプトン,201683
501323,モバイリー,201683
501324,ライズアンドミューラー,201683
501325,ランボルギーニ,201683
501326,ルイガノ,201683
501327,ルノー,201683
501328,レイチェル,201683
501329,コルベット,201689
501330,シボレー,201689
501331,ジャイアント,201689
501333,ドッペルギャンガー,201689
501334,パナソニック,201689
501335,ビアンキ,201689
501336,ルイガノ,201689
401574,水切り台,301452
501337,ルノー,201689
501338,ローバー,201689
501356,チャイルドシート,201695
501360,チャイルドシート,201695
501400,ライト・ランプ,201695
501424,泥よけ・フェンダー,201695
301551,冷蔵庫用,401619
301552,下駄箱用,401619
301553,たんす・クローゼット用,401619
501660,トレーニングシューズ,201813
503192,TVチューナー,200283
503198,バックモニター,200283
501673,サインボール,201816
503206,ビーコン,200283
501674,グローブ,201819
503211,アンテナ,200283
200305,バイク用品,503190
503214,スタンド,200283
501681,キーパーグローブ,201819
503218,アンテナ,200284
503222,接続キット・配線,200284
501689,Tシャツ,201823
503234,リモコンエンジンスターター,200285
503242,水抜き剤,200287
502128,セット,201402
401759,製図用ペン,301786
201422,その他,502136
201424,その他,502139
502073,ア行,201493
502079,カ行,201493
201427,その他,502146
502089,サ行,201493
503300,カーテン,200285
502094,タ行,201493
502097,ナ行,201493
201501,シジュウム茶,502089
502153,セット・詰め合わせ,201439
502153,セット・詰め合わせ,201439
502101,ハ行,201493
502101,ハ行,201493
502105,マ行,201493
201448,その他,502153
502110,ヤ行,201493
502113,ラ行,201493
502115,ワ行,201493
502116,米酢,201516
502117,ブルーベリー酢,201516
502118,マスカット酢,201516
202548,スコップ・シャベル,501150
501871,メンズウエア,201869
501873,レディースウエア,201869
502853,北海シマエビ,200904
501888,カップ,201877
501893,皿,201877
501898,スプーン・フォーク,201877
501903,ダッチオーブン,201877
501909,クッカー,201877
501915,イス,201883
501923,テーブル,201883
501931,マット,201887
200983,その他,502856
501945,エギングロッド,201899
200986,その他,502866
501953,トラウトロッド,201899
502875,その他野菜,200990
502877,豆類,200990
502881,有機野菜,200990
201007,たけのこ,502875
201005,黒豆,502877
201006,大豆,502877
201011,ヤーコン,502875
201009,だだちゃ豆,502877
201012,ゴーヤー,502875
501982,レディースウエア,201955
501987,子供ウエア,201955
501988,レディースウエア,201963
502911,セット・詰め合わせ,201123
402007,工具,302178
402007,工具,302178
302180,その他,402007
502881,有機栽培・無農薬野菜,201476
402104,ビブス,302273
402228,スポルティバ,302384
402229,ファイブテン,302384
402230,ミレー,302384
402251,ガスカートリッジ式シングルバーナー,302414
402256,ホワイトガソリン式シングルバーナー,302414
301063,ベビー用,403732
502596,クリスマスローズ,202507
502847,SX4,202280
302622,その他,402535
401627,軍手,303535
503299,ダンベル,201865
502849,イオス,202399
505098,電話台・ファックス台,200166
502848,GLクラス,202420
501192,ワッペン・アップリケ,204149
302678,その他,402745
501077,ソムリエナイフ,204439
503253,Q7,202312
402824,ランダルコーポレーション,302750
202653,その他,503120
502670,無脊椎,203107
402955,栗,302828
402956,ヨーグルト,302828
402959,北海道,302851
205535,その他,500275
402962,東北,302851
402967,関東,302851
402972,中部,302851
402977,北陸,302851
402982,近畿,302851
200084,その他,505753
402987,中国,302851
402992,四国,302851
402997,九州・沖縄,302851
500270,低反発枕,205582
500270,低反発枕,205582
205583,その他,500270
403002,北海道,302854
403005,東北,302854
403010,関東,302854
403015,中部,302854
403020,北陸,302854
403025,近畿,302854
403030,中国,302854
403035,四国,302854
403040,九州・沖縄,302854
403045,北海道,302857
403048,東北,302857
403053,関東,302857
403058,中部,302857
403063,北陸,302857
403068,近畿,302857
403073,中国,302857
403078,四国,302857
403083,九州・沖縄,302857
403088,北海道,302860
500296,ダウンライト,205653
403091,東北,302860
500300,スポットライト,205653
403096,関東,302860
204836,レトルト食品,501122
403101,中部,302860
403106,北陸,302860
403111,近畿,302860
403116,中国,302860
403121,四国,302860
403126,九州・沖縄,302860
403131,北海道,302863
403134,東北,302863
403139,関東,302863
403144,中部,302863
403149,北陸,302863
403154,近畿,302863
403159,中国,302863
403164,四国,302863
403169,九州・沖縄,302863
205719,その他,500314
403174,北海道,302866
403177,東北,302866
403182,関東,302866
