multipic,ratesum,storeLink,isLimitPromotion,ship,tradeNum,unitPrice,spm,sellerSpm,tip,title,dsrScore,commendHref,href,similar,icon,ratesumImg,image,loc,isVirtual,currentPrice,sameItemInfo,itemId,commend,unit,price,nick,source,goodRate,sellerId,vipPrice,guarantee
1,18,http://store.taobao.com/shop/view_shop.htm?user_number_id=93420747&ssid=r11,0,5.0,3698,null,d11480,d21480,默默爱&hearts;可爱韩国2013新款女小零钱包帆布手拿包耳机硬币包钥匙包,默默爱&hearts;可爱韩国2013新款女小零钱包帆布手拿包耳机硬币包钥匙包,4.83,http://item.taobao.com/item.htm?id=23477484860&on_comment=1,http://item.taobao.com/item.htm?id=23477484860,"{""count"":""30"",""url"":""md=${marketHeadId}""}","{""all"":[{""id"":""sevenDayReturn""},{""id"":""credit""}]}",s_crown_3.gif,http://img01.taobaocdn.com/bao/uploaded/i1/10747020983562714/T1wJ8VXupaXXXXXXXX_!!0-item_pic.jpg,上海,0,4.20,"{""count"":""43"",""urlSuffix"":""md=${marketHeadId}&pid=-1776912300"",""url"":""http://list.taobao.com/itemlist/bao.htm?cat=0&hd=1&pid=-1776912300&sameItemId=23477484860&style=list""}",23477484860,6897,null,4.20,么么婆婆,normal,99.45%,93420747,,0
