multipic,ratesum,storeLink,isLimitPromotion,ship,tradeNum,unitPrice,spm,sellerSpm,tip,title,dsrScore,commendHref,href,similar,icon,ratesumImg,image,loc,isVirtual,currentPrice,sameItemInfo,itemId,commend,unit,price,nick,source,goodRate,sellerId,vipPrice,guarantee
1,6,http://store.taobao.com/shop/view_shop.htm?user_number_id=1088313093&ssid=r11,0,10.0,19,null,d14065,d24065,美国正品代购juicy couture 拉链长款钱包钱夹JC淑女天鹅绒手拿包,美国正品代购juicy couture 拉链长款钱包钱夹JC淑女天鹅绒手拿包,4.85,http://item.taobao.com/item.htm?id=19906973355&on_comment=1,http://item.taobao.com/item.htm?id=19906973355,"{""count"":""30"",""url"":""md=${marketHeadId}""}","{""all"":[{""id"":""sevenDayReturn""},{""id"":""credit""}]}",s_blue_1.gif,http://img02.taobaocdn.com/bao/uploaded/i2/1088313093/T2Zt78XbJXXXXXXXXX_!!1088313093.jpg,北京,0,230.03,"{""count"":""12"",""urlSuffix"":""md=${marketHeadId}&pid=-1575920015"",""url"":""http://list.taobao.com/itemlist/bao.htm?cat=0&hd=1&pid=-1575920015&sameItemId=19906973355&style=list""}",19906973355,8,null,288.00,衣拉客名品代购,normal,98.99%,1088313093,,0
