multipic,ratesum,storeLink,isLimitPromotion,ship,tradeNum,unitPrice,spm,sellerSpm,tip,title,dsrScore,commendHref,href,similar,icon,ratesumImg,image,loc,isVirtual,currentPrice,sameItemInfo,itemId,commend,unit,price,nick,source,goodRate,sellerId,vipPrice,guarantee
1,7,http://store.taobao.com/shop/view_shop.htm?user_number_id=858906217&ssid=r11,0,0.0,6,null,d12565,d22565,万里马酒红色鳄鱼纹压花漆皮短款二折内页口金袋搭扣银包,万里马酒红色鳄鱼纹压花漆皮短款二折内页口金袋搭扣银包,4.88,http://item.taobao.com/item.htm?id=19917487939&on_comment=1,http://item.taobao.com/item.htm?id=19917487939,"{""count"":""30"",""url"":""md=${marketHeadId}""}","{""all"":[{""id"":""prepay""}]}",s_blue_2.gif,http://img02.taobaocdn.com/bao/uploaded/i2/16217021758114621/T1.PmaXythXXXXXXXX_!!0-item_pic.jpg,广东广州,0,42.00,null,19917487939,8,null,42.00,同创大舞台,normal,98.76%,858906217,,0
