multipic,ratesum,storeLink,isLimitPromotion,ship,tradeNum,unitPrice,spm,sellerSpm,tip,title,dsrScore,commendHref,href,similar,icon,ratesumImg,image,loc,isVirtual,currentPrice,sameItemInfo,itemId,commend,unit,price,nick,source,goodRate,sellerId,vipPrice,guarantee
1,7,http://store.taobao.com/shop/view_shop.htm?user_number_id=1062307097&ssid=r11,0,0.0,265,null,d12070,d22070,卡麦蒂 牛皮钥匙包 男女真皮钥匙扣 多功能汽车钥匙包 零钱卡包,卡麦蒂 牛皮钥匙包 男女真皮钥匙扣 多功能汽车钥匙包 零钱卡包,4.80,http://detail.tmall.com/item.htm?id=21027800816&on_comment=1,http://detail.tmall.com/item.htm?id=21027800816,"{""count"":""30"",""url"":""md=${marketHeadId}""}","{""all"":[{""id"":""tmall""},{""id"":""credit""}]}",null,http://img04.taobaocdn.com/bao/uploaded/i4/17097031645763557/T10cGBFbFXXXXXXXXX_!!0-item_pic.jpg,江西南昌,0,29.00,"{""count"":""5"",""urlSuffix"":""md=${marketHeadId}&pid=-1374945636"",""url"":""http://list.taobao.com/itemlist/bao.htm?cat=0&hd=1&pid=-1374945636&sameItemId=21027800816&style=list""}",21027800816,183,null,58.00,kamede旗舰店,normal,null,1062307097,,0
