multipic,ratesum,storeLink,isLimitPromotion,ship,tradeNum,unitPrice,spm,sellerSpm,tip,title,dsrScore,commendHref,href,similar,icon,ratesumImg,image,loc,isVirtual,currentPrice,sameItemInfo,itemId,commend,unit,price,nick,source,goodRate,sellerId,vipPrice,guarantee
1,2,http://store.taobao.com/shop/view_shop.htm?user_number_id=1697984429&ssid=r11,0,0.0,7,null,d11566,d21566,包邮 2013新款韩版手拿包零钱包 荔枝纹手抓包手包女包晚宴包 潮,包邮 2013新款韩版手拿包零钱包 荔枝纹手抓包手包女包晚宴包 潮,4.73,http://item.taobao.com/item.htm?id=25263008695&on_comment=1,http://item.taobao.com/item.htm?id=25263008695,"{""count"":""30"",""url"":""md=${marketHeadId}""}","{""all"":[{""id"":""prepay""}]}",s_red_2.gif,http://img04.taobaocdn.com/bao/uploaded/i4/14429026638985311/T13XmiFoxbXXXXXXXX_!!0-item_pic.jpg,浙江金华,0,19.99,"{""count"":""5"",""urlSuffix"":""md=${marketHeadId}&pid=-1794673887"",""url"":""http://list.taobao.com/itemlist/bao.htm?cat=0&hd=1&pid=-1794673887&sameItemId=25263008695&style=list""}",25263008695,2,null,19.99,金竹山寨二号店铺,normal,88.88%,1697984429,,0
